keyword,repository,created_at,topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,NTaylorMullen/ShootR,2012-09-17T18:27:03Z,ship,game,framework,space,space,multiplayer,signalr,game,framework,ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,eschnou/ardrone-webflight,2013-05-18T19:29:41Z,flight,features,face,recording,application,video,plugins,autonomous,recognition,browser,flight,features,face,drone,recording,application,ar,video,plugins,pilot,autonomous,recognition,browser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,eschnou/ardrone-autonomy,2013-06-04T19:38:32Z,flight,create,applications,key,blocks,autonomous,flight,create,drone,applications,ar,key,blocks,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,sebmatton/jQuery-Flight-Indicators,2014-04-01T16:55:31Z,css3,vector,flight,html,images,quality,display,css3,jquery,vector,flight,plugin,svg,images,quality,display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,emilybache/Racing-Car-Katas,2013-06-12T17:48:00Z,car,theme,code,racing,car,code,racing,theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,flightjs/example-app,2013-06-28T06:06:15Z,application,example,application,flight,example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,lele85/ReactGallery,2013-12-27T13:53:41Z,fashion,websocket,fashion,websocket,image,reactjs,gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,domasx2/gamejs-box2d-car-example,2011-06-29T21:38:05Z,box2d,car,top,game,example,box2d,car,top,game,example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,Morriz/backbone-everywhere,2011-08-17T04:29:57Z,fashion,demo,backbone,server,client,fashion,demo,backbone,server,client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,watson/monster-drift,2017-01-20T11:07:28Z,car,radio,js,node,car,radio,hackrf,js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,cleanflight/blackbox-log-viewer,2015-01-06T22:49:02Z,viewer,blackbox,flight,log,logs,blackbox,logs,viewer,flight,interactive,log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,shaunuk/picar,2013-09-30T20:59:26Z,control,tables,smartphone,node,car,javascript,system,server,running,client,html5,rc,js,control,tables,smartphone,raspberry,node,car,system,js,server,running,client,html5,rc,pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,awspilot/dynamodb-oop,2015-01-07T11:11:46Z,node,write,code,dynamodb,fashion,promise,fluent,node-module,node,write,code,dynamodb,fashion,promise,fluent,node-module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,npm/write-file-atomic,2014-09-10T23:25:49Z,files,fashion,atomic,write,files,fashion,atomic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,anthony-mills/raspberrypi-carputer,2016-02-15T11:29:53Z,car-computer,mpd,interaction,raspberry-pi,automotive,car-location,component,gps-device,computer,music,car,services,backend,trip,gps,car-computer,mpd,pi,gpsd,raspberry-pi,automotive,car-location,interaction,component,backend,gps-device,computer,music,car,services,ui,raspberry,trip,gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,dmolin/flightSimPanels,2013-01-20T16:56:42Z,io,js,node,udp,flight,socket,simulator,js,instrument,browsers,panels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,watson-developer-cloud/car-dashboard,2016-07-08T00:11:11Z,service,car,capabilities,intent,dashboard,animated,service,conversation,car,capabilities,application,intent,dashboard,ui,animated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,guidokessels/xwing-data,2016-02-05T20:59:08Z,easy-to-use,xwing-data,miniatures-game,collection,xwing,images,data,easy-to-use,xwing-data,miniatures-game,collection,fantasy,game,games,xwing,images,flight,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,locationtech/geomesa,2013-09-30T20:13:46Z,fashion,data,distributed,suite,tools,fashion,data,distributed,suite,tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,zalandoresearch/fashion-mnist,2017-08-25T12:05:15Z,product,computer-vision,database,convolutional-neural-networks,benchmark,fashion-mnist,dataset,deep-learning,gan,fashion,machine-learning,zalando,mnist,product,computer-vision,database,convolutional-neural-networks,benchmark,fashion-mnist,dataset,deep-learning,gan,fashion,machine-learning,zalando,mnist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,geordanr/xwing,2012-11-29T06:37:42Z,builder,game,flight,builder,fantasy,game,squad,games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,OpenDroneMap/OpenDroneMap,2014-09-25T18:29:10Z,structure-from-motion,github,clouds,kite,uas,view,tool,mesh,photogrammetry,drone,com,aerial-imagery,data,point-cloud,balloon,structure-from-motion,github,clouds,kite,uas,view,tool,mesh,photogrammetry,drone,com,ship,aerial-imagery,data,point-cloud,balloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,docker/distribution,2014-12-22T23:49:26Z,content,toolset,ship,store,pack,ship,content,toolset,docker,store,pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manufacturing,Swirrl/grafter,2014-04-18T09:52:11Z,semantic-web,rdf,grafter,clojure,data,etl,linked-data,manufacturing,tools,semantic-web,rdf,grafter,data,linked,etl,linked-data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,jrendel/SwiftKeychainWrapper,2014-09-24T03:14:41Z,use,fashion,simple,wrapper,allow,use,fashion,keychain,simple,ios,wrapper,user,allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,shipcod3/mazda_getInfo,2017-06-05T20:59:54Z,car,system,surface,hacks,attack,port,usb,car,system,surface,poc,attack,hacks,port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,bargenson/docker-filebeat,2016-02-05T18:22:29Z,logs,image,ship,collect,docker,containers,logs,image,ship,logstash,collect,api,docker,containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,arun-gupta/docker-scripts,2016-07-18T00:19:56Z,simplify,ship,build,simplify,docker,build,ship,scripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,ansible/ansible-modules-core,2014-09-25T20:28:25Z,ship,ansible,modules,ship,ansible,modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manufacturing,CarlosGS/Cyclone-PCB-Factory,2013-05-25T12:57:05Z,manufacturing,pcb,cnc,circuit,cyclone,manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,ansible/ansible-modules-extras,2014-09-25T20:28:42Z,ship,ansible,modules,ship,ansible,modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,jaredthecoder/awesome-vehicle-security,2016-07-28T05:51:23Z,curated,car,list,hardware,hacking-vehicles,learning,vehicle,security,vehicle-security,hacking,resources,car-hacking,curated,car,list,hardware,hacking-vehicles,learning,vehicle,security,vehicle-security,hacking,resources,car-hacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,wroscoe/donkey,2016-12-10T06:35:09Z,raspberry-pi,keras,car,self,self-driving-car,tensorflow,raspberry-pi,keras,car,self-driving-car,tensorflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,motet/baldr,2015-06-15T11:28:33Z,flight,simulator,flight,simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,devrandom/gitian-builder,2011-01-30T21:08:50Z,deterministic,packages,fashion,secure,fashion,secure,deterministic,vm,build,packages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,harvitronix/reinforcement-learning-car,2016-02-05T14:52:25Z,car,learning,reinforcement,car,learning,reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,EvanPurkhiser/dots,2013-12-15T11:48:12Z,set,portable,python,tool,dotfiles,fashion,dotfile-manager,set,portable,tool,dotfiles,fashion,dotfile-manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,multunus/autonomous-rc-car,2016-07-22T05:53:06Z,machine-learning,raspberry-pi,car,autonomous-car,rc-car,neural-network,pi,machine-learning,raspberry-pi,car,ann,autonomous-car,rc-car,neural-network,rc,autonomous,raspberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,edent/BMW-i-Remote,2015-11-25T15:16:33Z,interface,i3,reverse,reverse,car,i3,interface,electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,PolicyStat/terrarium,2012-04-19T21:52:09Z,python,ship,like,boss,ship,boss,like,package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,MarvinTeichmann/KittiBox,2016-08-11T19:28:13Z,autonomous-driving,detection,computer-vision,car,faster-rcnn,deep-learning,tensorflow,model,autonomous-driving,detection,computer-vision,car,faster-rcnn,deep-learning,tensorflow,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,llSourcell/How_to_simulate_a_self_driving_car,2017-05-13T23:29:31Z,code,code,car,youtube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,xen/flask-project-template,2014-03-31T12:32:22Z,flask,project,ship,template,flask,project,ship,template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,skylines-project/skylines,2011-12-27T12:33:23Z,tracking,skylines,database,python,gliding,xcsoar,ember,competition,framework,flight,paragliding,tracking,skylines,database,gliding,xcsoar,ember,competition,framework,live,flight,paragliding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,chainside/btcpy,2017-09-03T16:59:10Z,fashion,structures,simple,tools,library,data,fashion,simple,structures,bitcoin,library,tools,data,python3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,6si/shipwright,2014-07-28T15:06:35Z,ship,tag,build,containers,ship,tag,build,docker,containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,upul/Behavioral-Cloning,2016-12-30T17:04:00Z,deep-learning,self-driving-car,behavioral-cloning,project,deep-learning,udacity,program,self-driving-car,behavioral-cloning,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,jamescasbon/pypackage,2012-12-16T22:12:10Z,deb,rpm,ship,rpm,deb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,AeroPython/PyFME,2015-09-23T10:47:58Z,engine,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,OSSDC/deepdrive-universe,2017-01-11T22:10:32Z,car,agents,car,gtav,universe,agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,diyjac/SDC-P5,2017-01-17T15:40:46Z,detection,tracking,car,project,udacity,vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,CaringCaribou/caringcaribou,2015-03-31T11:29:15Z,car,security,exploration,tool,car,security,exploration,tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,fatroom/cs373,2012-02-23T17:09:08Z,course,programming,homework,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,commaai/opendbc,2017-05-31T06:30:34Z,access,car,rings,decoder,access,car,rings,decoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,mayanez/flight_scraper,2013-05-24T23:58:15Z,scraper,flight,availability,library,seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,llSourcell/Self-Driving-Car-Demo,2016-08-05T22:34:45Z,car,machine,learning,demo,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,llSourcell/Self-Driving-Car-Demo,2016-08-05T22:34:45Z,car,machine,learning,demo,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,turingmachine/omxplayer-sync,2013-02-20T18:39:03Z,fashion,multiple,network,synchronization,master,slave,fashion,multiple,network,omxplayer,synchronization,master,slave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,raspberrypilearning/3d-printed-astro-pi-flight-case,2016-01-27T13:51:01Z,print,flight,case,case,flight,print,pi,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,timdorr/model-s-api,2013-02-03T00:00:55Z,documentation,tesla,car,iot,unofficial,api,ruby,gem,documentation,tesla,car,iot,unofficial,json,api,gem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,gousiosg/github-mirror,2011-11-26T13:02:32Z,fashion,mirror,github-api,ghtorrent,ruby,github,scripts,github-api,fashion,mirror,ghtorrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,Shopify/kubernetes-deploy,2017-01-17T20:41:23Z,kubernetes,command-line,tool,namespace,result,deploy-tool,ship,changes,kubernetes,command-line,tool,namespace,result,deploy-tool,ship,changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,lukeredpath/simpleconfig,2008-07-03T19:23:44Z,set,settings,plugin,access,object-oriented,fashion,easy,configuration,make,set,plugin,simple,settings,access,object-oriented,fashion,easy,configuration,config,make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,poise/citadel,2013-12-03T08:26:25Z,fashion,secure,secrets,cookbook,store,help,fashion,help,secrets,chef,s3,cookbook,store,secure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,ytbryan/vuejs,2016-03-11T16:12:38Z,axios,vue-validator,vuejs,vue-resource,rails,vue-router,vuex,resource,pipeline,axios,vue-validator,vuejs,vue-resource,rails,router,vue-router,ship,vuex,validator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,spree-contrib/spree_marketplace,2013-06-11T01:34:29Z,spree,drop,marketplace,ship,marketplace,drop,turn,ship,spree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,stevelacy/movel,2014-11-12T23:10:08Z,car-computer,raspberry-pi,car,obd,computer,dashboard,pi,car-computer,pi,raspberry-pi,car,obd,computer,dashboard,raspberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,ai-tor/DeepGTAV,2016-09-05T05:49:38Z,environment,dataset-generation,plugin,car,reinforcement-learning,research,deep-learning,gtav,self-driving-car,environment,dataset-generation,plugin,car,reinforcement-learning,research,deep-learning,gtav,self-driving-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,andrewssobral/vehicle_detection_haarcascades,2016-02-28T14:52:27Z,opencv,vehicle-detection,haar-cascade,cascade-classifier,car,cascade-classifier,car,detection,opencv,vehicle-detection,haar-cascade,vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,stuntrally/stuntrally,2011-04-10T15:18:49Z,terrain,linux,cmake,multiplayer,ogre3d,editor,vehicle,main,racing,3d,repository,track,openal,game,data,bullet-physics,c-plus-plus,windows,car,gui,simulation,cpp,physics,ogre,terrain,linux,multiplayer,ogre3d,editor,vehicle,main,racing,3d,repository,track,openal,game,data,bullet-physics,c-plus-plus,windows,car,gui,simulation,physics,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,geekscape/aiko_arduino_legacy,2009-05-24T06:03:55Z,delay,fashion,modular,less,event-driven,libraries,framework,applications,examples,events,delay,fashion,applications,simple,modular,libraries,framework,event-driven,examples,less,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,tum-vision/tum_ardrone,2012-11-24T12:53:17Z,flight,package,visual,navigation,autonomous,flight,repository,package,drone,visual,ar,ros,navigation,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,smartdevicelink/sdl_core,2014-10-02T15:16:26Z,c-plus-plus,sdl-core,vehicle,smartdevicelink,connectivity,car,sdl,c-plus-plus,sdl-core,vehicle,smartdevicelink,sample,connectivity,car,sdl,software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manufacturing,aewallin/opencamlib,2011-07-14T11:59:42Z,library,source,computer,algorithms,manufacturing,open,library,source,computer,algorithms,manufacturing,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,ndrplz/self-driving-car,2016-12-25T18:09:36Z,car,udacity,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FreeFalcon/freefalcon-central,2013-01-15T00:02:23Z,flight,campaign,simulator,multiplayer,source,open,flight,campaign,simulator,multiplayer,source,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FlightGear/flightgear,2014-10-07T01:10:16Z,source,flight,flight,source,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,Wren6991/Ship-Sandbox,2013-05-05T16:33:39Z,ship,simulation,ship,simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,udacity/CarND-Extended-Kalman-Filter-Project,2017-02-14T17:47:07Z,project,code,car,filter,program,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,abhi-kumar/CAR-DETECTION,2014-03-16T11:46:17Z,detection,car,database,detection,car,database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manufacturing,xtuple/qt-client,2013-05-30T13:54:04Z,code,invoices,sales,accounting,orders,plpgsql,management,repository,xtuple,source,inventory,business,framework,postgresql,manufacturing,b2c,b2b,erp,qt,e-commerce,client,crm,code,invoices,sales,accounting,orders,management,repository,xtuple,desktop,source,inventory,business,framework,postgresql,manufacturing,b2c,b2b,erp,qt,e-commerce,client,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manufacturing,3MFConsortium/lib3mf,2015-04-28T10:39:43Z,implementation,standard,file,format,implementation,standard,file,manufacturing,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,UnaPibaGeek/CBM,2017-04-24T00:36:56Z,car,maker,backdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,LK8000/LK8000,2011-01-09T16:55:30Z,repo,main,repo,main,computer,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,SullyChen/Caffe-Autopilot,2016-06-17T23:04:45Z,autopilot,software,car,sfml,opencv,caffe,autopilot,software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,dat-ai/jetson-car,2016-12-15T08:54:49Z,autonomous-driving,keras,autonomous-vehicles,jetson-tk1,deep-learning,autonomous-cars,tensorflow,ros,autonomous-driving,keras,car,jetson,rc,autonomous-vehicles,jetson-tk1,deep-learning,autonomous-cars,nvidia,tensorflow,autonomous,ros,racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,bitly/go-notify,2012-06-21T20:28:35Z,fashion,package,observe,events,decoupled,fashion,package,observe,events,decoupled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,vadymmarkov/Fashion,2016-03-14T08:21:15Z,styles,share,tools,beauty,styles,fashion,beauty,share,ui,swifty,tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,bartoszj/acextract,2014-12-16T21:55:43Z,car,tool,list,content,file,extract,assets,car,tool,list,content,file,extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,likedan/Core-ML-Car-Recognition,2017-08-23T04:52:37Z,car,coreml,recognition,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,mindctrl/alienship,2012-02-02T21:37:10Z,theme,starter,integration,bootstrap,integration,theme,wordpress,ship,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,aaronchen2k/mobistore,2015-12-13T02:39:49Z,fashion,ecommerce,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,